"CODE";"FR";"CODE_light";"niveau";"genealogieCode";"genealogieLabel"
"51321000-8";"Services d'installation d'émetteurs radio";"51321";5;"5|51|513|5132";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel de communications|Services d'installation d'émetteurs radio et de télévision"
"51322000-5";"Services d'installation d'émetteurs de télévision";"51322";5;"5|51|513|5132";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel de communications|Services d'installation d'émetteurs radio et de télévision"
"51330000-4";"Services d'installation d'appareils de radiotéléphonie";"5133";4;"5|51|513";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel de communications"
"51340000-7";"Services d'installation de matériel de téléphonie par fil";"5134";4;"5|51|513";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel de communications"
"51350000-0";"Services d'installation de matériel de télégraphie par fil";"5135";4;"5|51|513";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel de communications"
"51400000-6";"Services d'installation de matériel médical et chirurgical";"514";3;"5|51";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)"
"51410000-9";"Services d'installation de matériel médical";"5141";4;"5|51|514";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel médical et chirurgical"
"51411000-6";"Services d'installation de matériel d'imagerie";"51411";5;"5|51|514|5141";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel médical et chirurgical|Services d'installation de matériel médical"
"51412000-3";"Services d'installation de matériel de dentisterie et de ses sous-spécialités";"51412";5;"5|51|514|5141";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel médical et chirurgical|Services d'installation de matériel médical"
"51413000-0";"Services d'installation de matériel de radiothérapie";"51413";5;"5|51|514|5141";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel médical et chirurgical|Services d'installation de matériel médical"
"51414000-7";"Services d'installation de matériel de mécanothérapie";"51414";5;"5|51|514|5141";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel médical et chirurgical|Services d'installation de matériel médical"
"51415000-4";"Services d'installation de matériel d'électrothérapie";"51415";5;"5|51|514|5141";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel médical et chirurgical|Services d'installation de matériel médical"
"51416000-1";"Services d'installation de matériel de physiothérapie";"51416";5;"5|51|514|5141";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel médical et chirurgical|Services d'installation de matériel médical"
"51420000-2";"Services d'installation de matériel chirurgical";"5142";4;"5|51|514";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel médical et chirurgical"
"51430000-5";"Services d'installation de matériel de laboratoire";"5143";4;"5|51|514";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de matériel médical et chirurgical"
"51500000-7";"Services d'installation de machines et d'équipements";"515";3;"5|51";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)"
"51510000-0";"Services d'installation de machines et d'équipements à usage général";"5151";4;"5|51|515";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements"
"51511000-7";"Services d'installation de matériel de levage et de manutention, excepté ascenseurs et escaliers mécaniques";"51511";5;"5|51|515|5151";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage général"
"51511100-8";"Services d'installation de matériel de levage";"515111";6;"5|51|515|5151|51511";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage général|Services d'installation de matériel de levage et de manutention, excepté ascenseurs et escaliers mécaniques"
"51511110-1";"Services d'installation de grues";"5151111";7;"5|51|515|5151|51511|515111";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage général|Services d'installation de matériel de levage et de manutention, excepté ascenseurs et escaliers mécaniques|Services d'installation de matériel de levage"
"51511200-9";"Services d'installation de matériel de manutention";"515112";6;"5|51|515|5151|51511";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage général|Services d'installation de matériel de levage et de manutention, excepté ascenseurs et escaliers mécaniques"
"51511300-0";"Services d'installation de nacelles de nettoyage des façades";"515113";6;"5|51|515|5151|51511";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage général|Services d'installation de matériel de levage et de manutention, excepté ascenseurs et escaliers mécaniques"
"51511400-1";"Services d'installation de matériel de manutention spécial";"515114";6;"5|51|515|5151|51511";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage général|Services d'installation de matériel de levage et de manutention, excepté ascenseurs et escaliers mécaniques"
"51514000-8";"Services d'installation de machines diverses à usage général";"51514";5;"5|51|515|5151";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage général"
"51514100-9";"Services d'installation de machines et d'appareils de filtration ou de purification de liquides";"515141";6;"5|51|515|5151|51514";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage général|Services d'installation de machines diverses à usage général"
"51514110-2";"Services d'installation de machines et d'appareils de filtration ou de purification de l'eau";"5151411";7;"5|51|515|5151|51514|515141";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage général|Services d'installation de machines diverses à usage général|Services d'installation de machines et d'appareils de filtration ou de purification de liquides"
"51520000-3";"Services d'installation de machines agricoles et sylvicoles";"5152";4;"5|51|515";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements"
"51521000-0";"Services d'installation de machines agricoles";"51521";5;"5|51|515|5152";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines agricoles et sylvicoles"
"51522000-7";"Services d'installation de machines sylvicoles";"51522";5;"5|51|515|5152";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines agricoles et sylvicoles"
"51530000-6";"Services d'installation de machines-outils";"5153";4;"5|51|515";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements"
"51540000-9";"Services d'installation de machines et d'équipements à usage spécifique";"5154";4;"5|51|515";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements"
"51541000-6";"Services d'installation de machines utilisées dans les mines, les carrières, la construction et la métallurgie";"51541";5;"5|51|515|5154";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique"
"51541100-7";"Services d'installation de machines utilisées dans les mines";"515411";6;"5|51|515|5154|51541";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines utilisées dans les mines, les carrières, la construction et la métallurgie"
"51541200-8";"Services d'installation de machines utilisées dans les carrières";"515412";6;"5|51|515|5154|51541";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines utilisées dans les mines, les carrières, la construction et la métallurgie"
"51541300-9";"Services d'installation de machines utilisées dans la construction";"515413";6;"5|51|515|5154|51541";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines utilisées dans les mines, les carrières, la construction et la métallurgie"
"51541400-0";"Services d'installation de machines utilisées dans la métallurgie";"515414";6;"5|51|515|5154|51541";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines utilisées dans les mines, les carrières, la construction et la métallurgie"
"51542000-3";"Services d'installation de machines de traitement des aliments, des boissons et du tabac";"51542";5;"5|51|515|5154";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique"
"51542100-4";"Services d'installation de machines de traitement des aliments";"515421";6;"5|51|515|5154|51542";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines de traitement des aliments, des boissons et du tabac"
"51542200-5";"Services d'installation de machines de traitement des boissons";"515422";6;"5|51|515|5154|51542";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines de traitement des aliments, des boissons et du tabac"
"51542300-6";"Services d'installation de machines de traitement du tabac";"515423";6;"5|51|515|5154|51542";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines de traitement des aliments, des boissons et du tabac"
"51543000-0";"Services d'installation de machines pour la fabrication de textile, de vêtements et de cuir";"51543";5;"5|51|515|5154";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique"
"51543100-1";"Services d'installation de machines pour la fabrication textile";"515431";6;"5|51|515|5154|51543";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines pour la fabrication de textile, de vêtements et de cuir"
"51543200-2";"Services d'installation de machines pour la fabrication de vêtements";"515432";6;"5|51|515|5154|51543";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines pour la fabrication de textile, de vêtements et de cuir"
"51543300-3";"Services d'installation de machines pour la fabrication du cuir";"515433";6;"5|51|515|5154|51543";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines pour la fabrication de textile, de vêtements et de cuir"
"51543400-4";"Services d'installation de machines à laver, de machines de nettoyage à sec et de sèche-linge de blanchisserie";"515434";6;"5|51|515|5154|51543";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines pour la fabrication de textile, de vêtements et de cuir"
"51544000-7";"Services d'installation de machines pour la fabrication du papier et du carton";"51544";5;"5|51|515|5154";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique"
"51544100-8";"Services d'installation de machines pour la fabrication du papier";"515441";6;"5|51|515|5154|51544";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines pour la fabrication du papier et du carton"
"51544200-9";"Services d'installation de machines pour la fabrication du carton";"515442";6;"5|51|515|5154|51544";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique|Services d'installation de machines pour la fabrication du papier et du carton"
"51545000-4";"Services d'installation de boîtes à lettres publiques";"51545";5;"5|51|515|5154";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements|Services d'installation de machines et d'équipements à usage spécifique"
"51550000-2";"Services d'installation de systèmes d'arme";"5155";4;"5|51|515";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de machines et d'équipements"
"51600000-8";"Services d'installation d'ordinateurs et de matériel de bureau";"516";3;"5|51";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)"
"51610000-1";"Services d'installation d'ordinateurs et de matériel de traitement de l'information";"5161";4;"5|51|516";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation d'ordinateurs et de matériel de bureau"
"51611000-8";"Services d'installation d'ordinateurs";"51611";5;"5|51|516|5161";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation d'ordinateurs et de matériel de bureau|Services d'installation d'ordinateurs et de matériel de traitement de l'information"
"51611100-9";"Services d'installation de matériel informatique";"516111";6;"5|51|516|5161|51611";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation d'ordinateurs et de matériel de bureau|Services d'installation d'ordinateurs et de matériel de traitement de l'information|Services d'installation d'ordinateurs"
"51611110-2";"Services d'installation d'écrans et de tableaux d'affichage des départs et des arrivées d'avions";"5161111";7;"5|51|516|5161|51611|516111";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation d'ordinateurs et de matériel de bureau|Services d'installation d'ordinateurs et de matériel de traitement de l'information|Services d'installation d'ordinateurs|Services d'installation de matériel informatique"
"51611120-5";"Services d'installation d'écrans et de tableaux d'affichage des départs et des arrivées de trains";"5161112";7;"5|51|516|5161|51611|516111";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation d'ordinateurs et de matériel de bureau|Services d'installation d'ordinateurs et de matériel de traitement de l'information|Services d'installation d'ordinateurs|Services d'installation de matériel informatique"
"51612000-5";"Services d'installation de matériel de traitement de l'information";"51612";5;"5|51|516|5161";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation d'ordinateurs et de matériel de bureau|Services d'installation d'ordinateurs et de matériel de traitement de l'information"
"51620000-4";"Services d'installation de matériel de bureau";"5162";4;"5|51|516";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation d'ordinateurs et de matériel de bureau"
"51700000-9";"Services d'installation de matériel de protection contre l'incendie";"517";3;"5|51";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)"
"51800000-0";"Services d'installation de conteneurs en métal";"518";3;"5|51";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)"
"51810000-3";"Services d'installation de citernes";"5181";4;"5|51|518";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de conteneurs en métal"
"51820000-6";"Services d'installation de réservoirs";"5182";4;"5|51|518";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)|Services d'installation de conteneurs en métal"
"51900000-1";"Services d'installation de systèmes de guidage et de commande";"519";3;"5|51";"Services de réparation et d'entretien|Services d'installation (à l'exception des logiciels)"
"55000000-0";"Services d'hôtellerie, de restauration et de commerce au détail";"55";2;"5";"Services de réparation et d'entretien"
"55100000-1";"Services d'hôtellerie";"551";3;"5|55";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail"
"55110000-4";"Services d'hébergement hôtelier";"5511";4;"5|55|551";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services d'hôtellerie"
"55120000-7";"Services de réunions et de conférences organisés dans des hôtels";"5512";4;"5|55|551";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services d'hôtellerie"
"55130000-0";"Autres services d'hôtellerie";"5513";4;"5|55|551";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services d'hôtellerie"
"55200000-2";"Campings et autre hébergement non hôtelier";"552";3;"5|55";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail"
"55210000-5";"Services d'hébergement en auberge de jeunesse";"5521";4;"5|55|552";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Campings et autre hébergement non hôtelier"
"55220000-8";"Services de terrain de camping";"5522";4;"5|55|552";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Campings et autre hébergement non hôtelier"
"55221000-5";"Services d'aire de caravanage";"55221";5;"5|55|552|5522";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Campings et autre hébergement non hôtelier|Services de terrain de camping"
"55240000-4";"Services de centres aérés et de centres de vacances";"5524";4;"5|55|552";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Campings et autre hébergement non hôtelier"
"55241000-1";"Services de centres aérés";"55241";5;"5|55|552|5524";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Campings et autre hébergement non hôtelier|Services de centres aérés et de centres de vacances"
"55242000-8";"Services de centres de vacances";"55242";5;"5|55|552|5524";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Campings et autre hébergement non hôtelier|Services de centres aérés et de centres de vacances"
"55243000-5";"Services de colonies de vacances";"55243";5;"5|55|552|5524";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Campings et autre hébergement non hôtelier|Services de centres aérés et de centres de vacances"
"55250000-7";"Services de location de meublés pour des séjours de courte durée";"5525";4;"5|55|552";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Campings et autre hébergement non hôtelier"
"55260000-0";"Services des wagons-lits";"5526";4;"5|55|552";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Campings et autre hébergement non hôtelier"
"55270000-3";"Services prestés par les établissements proposant des chambres avec petit-déjeuner";"5527";4;"5|55|552";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Campings et autre hébergement non hôtelier"
"55300000-3";"Services de restaurant et services de personnel en salle";"553";3;"5|55";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail"
"55310000-6";"Services de serveurs de restaurant";"5531";4;"5|55|553";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de restaurant et services de personnel en salle"
"55311000-3";"Services de serveurs de restaurant pour clientèle restreinte";"55311";5;"5|55|553|5531";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de restaurant et services de personnel en salle|Services de serveurs de restaurant"
"55312000-0";"Services de serveurs de restaurant sans restriction d'accès";"55312";5;"5|55|553|5531";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de restaurant et services de personnel en salle|Services de serveurs de restaurant"
"55320000-9";"Services de distribution de repas";"5532";4;"5|55|553";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de restaurant et services de personnel en salle"
"55321000-6";"Services de préparation de repas";"55321";5;"5|55|553|5532";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de restaurant et services de personnel en salle|Services de distribution de repas"
"55322000-3";"Services d'élaboration (cuisson) de repas";"55322";5;"5|55|553|5532";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de restaurant et services de personnel en salle|Services de distribution de repas"
"55330000-2";"Services de cafétéria";"5533";4;"5|55|553";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de restaurant et services de personnel en salle"
"55400000-4";"Services de débits de boissons";"554";3;"5|55";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail"
"55410000-7";"Services de gestion de bars";"5541";4;"5|55|554";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de débits de boissons"
"55500000-5";"Services de cantine et service traiteur";"555";3;"5|55";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail"
"55510000-8";"Services de cantine";"5551";4;"5|55|555";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de cantine et service traiteur"
"55511000-5";"Services de cantine et autres services de cafétéria pour clientèle restreinte";"55511";5;"5|55|555|5551";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de cantine et service traiteur|Services de cantine"
"55512000-2";"Services de gestion de cantine";"55512";5;"5|55|555|5551";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de cantine et service traiteur|Services de cantine"
"55520000-1";"Services traiteur";"5552";4;"5|55|555";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de cantine et service traiteur"
"55521000-8";"Service traiteur pour ménages";"55521";5;"5|55|555|5552";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de cantine et service traiteur|Services traiteur"
"55521100-9";"Services de repas livrés à domicile";"555211";6;"5|55|555|5552|55521";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de cantine et service traiteur|Services traiteur|Service traiteur pour ménages"
"55521200-0";"Services de livraison de repas";"555212";6;"5|55|555|5552|55521";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de cantine et service traiteur|Services traiteur|Service traiteur pour ménages"
"55522000-5";"Service traiteur pour entreprises de transport";"55522";5;"5|55|555|5552";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de cantine et service traiteur|Services traiteur"
"55523000-2";"Services traiteur pour autres entreprises ou autres institutions";"55523";5;"5|55|555|5552";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de cantine et service traiteur|Services traiteur"
"55523100-3";"Services de restauration scolaire";"555231";6;"5|55|555|5552|55523";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de cantine et service traiteur|Services traiteur|Services traiteur pour autres entreprises ou autres institutions"
"55524000-9";"Service traiteur pour écoles";"55524";5;"5|55|555|5552";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail|Services de cantine et service traiteur|Services traiteur"
"55900000-9";"Services de vente au détail";"559";3;"5|55";"Services de réparation et d'entretien|Services d'hôtellerie, de restauration et de commerce au détail"
"60000000-8";"Services de transport (à l'exclusion du transport des déchets)";"6";1;"6";"Services de transport (à l'exclusion du transport des déchets)"
"60100000-9";"Services de transport routier";"601";3;"6";"Services de transport (à l'exclusion du transport des déchets)"
"60112000-6";"Services de transport routier public";"60112";5;"6|601";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier"
"60120000-5";"Services de taxi";"6012";4;"6|601";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier"
"60130000-8";"Services spécialisés de transport routier de passagers";"6013";4;"6|601";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier"
"60140000-1";"Transport non régulier de passagers";"6014";4;"6|601";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier"
"60150000-4";"Transport de passagers par véhicules à traction animale";"6015";4;"6|601";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier"
"60160000-7";"Transport routier postal";"6016";4;"6|601";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier"
"60161000-4";"Services de transport de colis";"60161";5;"6|601|6016";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier|Transport routier postal"
"60170000-0";"Location de véhicules de transport de personnes avec chauffeur";"6017";4;"6|601";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier"
"60171000-7";"Location de voitures particulières avec chauffeur";"60171";5;"6|601|6017";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier|Location de véhicules de transport de personnes avec chauffeur"
"60172000-4";"Location d'autobus et d'autocars avec chauffeur";"60172";5;"6|601|6017";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier|Location de véhicules de transport de personnes avec chauffeur"
"60180000-3";"Location de véhicules de transport de marchandises avec chauffeur";"6018";4;"6|601";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier"
"60181000-0";"Location de camions avec chauffeur";"60181";5;"6|601|6018";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier|Location de véhicules de transport de marchandises avec chauffeur"
"60182000-7";"Location de véhicules industriels avec chauffeur";"60182";5;"6|601|6018";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier|Location de véhicules de transport de marchandises avec chauffeur"
"60183000-4";"Location de camionnettes avec chauffeur";"60183";5;"6|601|6018";"Services de transport (à l'exclusion du transport des déchets)|Services de transport routier|Location de véhicules de transport de marchandises avec chauffeur"
"60200000-0";"Services de transport ferroviaire";"602";3;"6";"Services de transport (à l'exclusion du transport des déchets)"
"60210000-3";"Services de transport ferroviaire public";"6021";4;"6|602";"Services de transport (à l'exclusion du transport des déchets)|Services de transport ferroviaire"
"60220000-6";"Transport ferroviaire postal";"6022";4;"6|602";"Services de transport (à l'exclusion du transport des déchets)|Services de transport ferroviaire"
"60300000-1";"Services de transport par pipeline";"603";3;"6";"Services de transport (à l'exclusion du transport des déchets)"
"60400000-2";"Services de transport aérien";"604";3;"6";"Services de transport (à l'exclusion du transport des déchets)"
"60410000-5";"Services de transport aérien régulier";"6041";4;"6|604";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien"
"60411000-2";"Services de transport aérien régulier du courrier";"60411";5;"6|604|6041";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services de transport aérien régulier"
"60420000-8";"Services de transport aérien non régulier";"6042";4;"6|604";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien"
"60421000-5";"Services de transport aérien non régulier du courrier";"60421";5;"6|604|6042";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services de transport aérien non régulier"
"60423000-9";"Services de charter";"60423";5;"6|604|6042";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services de transport aérien non régulier"
"60424000-6";"Location de matériel de transport aérien avec équipage";"60424";5;"6|604|6042";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services de transport aérien non régulier"
"60424100-7";"Location d'aéronefs avec équipage";"604241";6;"6|604|6042|60424";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services de transport aérien non régulier|Location de matériel de transport aérien avec équipage"
"60424110-0";"Location d'aéronefs à voilure fixe avec équipage";"6042411";7;"6|604|6042|60424|604241";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services de transport aérien non régulier|Location de matériel de transport aérien avec équipage|Location d'aéronefs avec équipage"
"60424120-3";"Location d'hélicoptères avec équipage";"6042412";7;"6|604|6042|60424|604241";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services de transport aérien non régulier|Location de matériel de transport aérien avec équipage|Location d'aéronefs avec équipage"
"60440000-4";"Services aériens et services connexes";"6044";4;"6|604";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien"
"60441000-1";"Services de pulvérisation par voie aérienne";"60441";5;"6|604|6044";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services aériens et services connexes"
"60442000-8";"Services de lutte aérienne contre les incendies de forêt";"60442";5;"6|604|6044";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services aériens et services connexes"
"60443000-5";"Services de secours aérien";"60443";5;"6|604|6044";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services aériens et services connexes"
"60443100-6";"Services aéronavals de sauvetage";"604431";6;"6|604|6044|60443";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services aériens et services connexes|Services de secours aérien"
"60444000-2";"Services d'exploitation d'aéronefs";"60444";5;"6|604|6044";"Services de transport (à l'exclusion du transport des déchets)|Services de transport aérien|Services aériens et services connexes"
